"","loan_amnt","term","int_rate","grade","sub_grade","emp_length","home_ownership","annual_inc","verification_status","purpose","zip_code","dti","delinq_2yrs","earliest_cr_line","inq_last_6mths","open_acc","pub_rec","revol_bal","revol_util","total_acc"
"754592",12000," 36 months",6.39,"A","A2","1 year","RENT",125000,"Not Verified","credit_card","940xx",6.57,0,"Nov-05",0,6,0,13459,60.9,12
"126297",5000," 36 months",14.09,"B","B5","10+ years","RENT",54000,"Verified","debt_consolidation","913xx",31.58,0,"Feb-99",0,15,0,22347,76,23
"686574",18000," 60 months",11.53,"B","B5","5 years","MORTGAGE",105000,"Not Verified","credit_card","029xx",30.69,2,"Jan-00",1,20,0,11833,64.7,35
"369070",7500," 36 months",11.67,"B","B4","9 years","RENT",50000,"Not Verified","debt_consolidation","750xx",29.48,0,"Jan-84",1,10,0,6382,85.1,27
"97463",4500," 36 months",6.62,"A","A2","10+ years","OWN",30000,"Verified","debt_consolidation","273xx",5.08,0,"Jul-94",0,4,0,2204,6.8,10
"286952",5000," 36 months",8.39,"A","A5","10+ years","MORTGAGE",86000,"Source Verified","credit_card","483xx",5.55,0,"Jul-90",0,7,0,4098,48.8,17
"759929",20050," 60 months",16.55,"D","D2","n/a","MORTGAGE",43698,"Verified","debt_consolidation","137xx",31.51,0,"Jul-77",0,14,0,40218,77,24
"734179",12000," 60 months",13.33,"C","C3","7 years","RENT",38400,"Source Verified","debt_consolidation","920xx",11.5,0,"Feb-05",1,7,0,2857,16.1,17
"202516",4000," 36 months",17.27,"C","C5","6 years","RENT",28000,"Not Verified","major_purchase","923xx",20.66,0,"Nov-00",3,14,0,17003,89.5,28
"687600",10000," 36 months",12.69,"C","C2","10+ years","MORTGAGE",107000,"Not Verified","home_improvement","454xx",7.41,1,"Nov-02",2,5,1,3691,58.6,25
"627298",7000," 36 months",7.89,"A","A5","5 years","MORTGAGE",95000,"Verified","moving","601xx",14.75,0,"Aug-99",2,10,0,17694,50.4,27
"713383",8000," 36 months",10.99,"B","B4","< 1 year","OWN",28000,"Not Verified","debt_consolidation","330xx",26.66,0,"Aug-08",0,22,0,8724,30.3,23
"883053",15925," 60 months",11.44,"B","B4","1 year","MORTGAGE",42000,"Source Verified","credit_card","762xx",17.54,0,"Jan-95",0,9,1,8054,23.8,20
"221021",8050," 36 months",13.99,"C","C1","7 years","MORTGAGE",50000,"Not Verified","debt_consolidation","850xx",23.45,0,"Dec-84",1,7,0,28015,90.4,18
"855538",8400," 36 months",12.39,"C","C1","10+ years","OWN",75000,"Source Verified","home_improvement","604xx",20.11,0,"Mar-94",1,9,0,29275,71.8,14
"850446",5000," 36 months",12.39,"C","C1","< 1 year","RENT",30000,"Not Verified","debt_consolidation","782xx",13,0,"Sep-02",0,6,0,3233,32.7,18
"585987",3450," 36 months",11.53,"B","B5","10+ years","RENT",50000,"Not Verified","debt_consolidation","920xx",16.37,0,"Nov-85",0,8,1,12257,61,11
"287351",7200," 36 months",11.67,"B","B4","2 years","OWN",80000,"Not Verified","debt_consolidation","708xx",13.71,0,"Nov-07",0,13,0,6775,49.5,22
"149668",34300," 36 months",20.49,"E","E1","< 1 year","RENT",98500,"Verified","major_purchase","210xx",10.5,0,"Feb-99",4,7,1,5733,56.8,32
"602359",7200," 36 months",12.29,"C","C1","1 year","MORTGAGE",32000,"Not Verified","other","245xx",16.92,0,"Nov-76",0,9,3,3834,21,25
"609134",32000," 36 months",7.26,"A","A4","2 years","MORTGAGE",113000,"Verified","debt_consolidation","017xx",26.01,1,"Feb-02",0,15,0,29983,35.8,42
"215185",8000," 36 months",15.81,"C","C4","4 years","MORTGAGE",28000,"Not Verified","home_improvement","720xx",18.34,1,"Oct-99",1,11,0,5484,63,22
"14422",10500," 60 months",11.49,"B","B4","< 1 year","RENT",35364,"Not Verified","debt_consolidation","850xx",19.95,0,"Feb-99",1,11,0,2416,47.4,38
"380664",29700," 36 months",9.17,"B","B1","9 years","RENT",128000,"Verified","debt_consolidation","190xx",4.6,0,"Mar-91",0,2,0,25146,84.7,18
"850443",7200," 36 months",11.99,"B","B5","2 years","OWN",28800,"Not Verified","debt_consolidation","761xx",12.75,1,"Apr-03",0,12,1,3694,34.8,19
"675560",11000," 36 months",13.99,"C","C4","6 years","RENT",50000,"Source Verified","debt_consolidation","112xx",18.48,0,"Sep-06",0,16,0,10792,37.1,20
"642149",10000," 36 months",7.89,"A","A5","10+ years","MORTGAGE",75000,"Not Verified","credit_card","541xx",14.94,1,"Mar-95",0,13,1,6427,41,23
"91428",13800," 36 months",18.85,"D","D3","4 years","RENT",62500,"Source Verified","credit_card","152xx",27.21,0,"Feb-83",1,17,0,23685,71.8,60
"113487",20425," 60 months",20.31,"D","D5","1 year","RENT",55000,"Source Verified","debt_consolidation","541xx",26.99,0,"Apr-98",0,14,0,27961,80.8,26
"632655",10000," 36 months",6.89,"A","A3","1 year","MORTGAGE",43000,"Not Verified","debt_consolidation","323xx",12.17,0,"Sep-05",0,10,0,8475,39.1,16
"698513",19200," 36 months",13.33,"C","C3","10+ years","MORTGAGE",55000,"Source Verified","debt_consolidation","438xx",21.41,0,"Aug-04",0,10,0,11144,54.1,20
"22679",3825," 60 months",12.98,"C","C3","10+ years","MORTGAGE",90840,"Not Verified","car","770xx",9.05,0,"Nov-91",2,24,0,4503,16.3,63
"106905",16425," 36 months",12.35,"B","B4","10+ years","MORTGAGE",65000,"Verified","debt_consolidation","190xx",14.46,0,"Jun-00",0,8,0,28815,90.3,16
"436408",5000," 36 months",19.47,"D","D5","10+ years","RENT",80000,"Not Verified","other","063xx",0.38,0,"Sep-93",0,2,0,337,6.5,4
"884098",15000," 36 months",8.19,"A","A5","10+ years","MORTGAGE",120000,"Verified","debt_consolidation","441xx",1.29,0,"Aug-87",0,5,0,4487,34.3,30
"84819",21125," 60 months",17.1,"C","C5","10+ years","MORTGAGE",48000,"Verified","debt_consolidation","380xx",20.76,0,"Jul-93",3,14,0,34948,46.8,27
"114650",10600," 36 months",8.9,"A","A5","9 years","MORTGAGE",60000,"Not Verified","debt_consolidation","802xx",19.24,0,"Nov-04",1,16,0,11851,39,31
"359516",2500," 36 months",10.99,"B","B3","4 years","OWN",35000,"Not Verified","home_improvement","707xx",17.01,0,"Aug-00",0,6,1,1221,30.5,24
"296382",12000," 60 months",9.17,"B","B1","10+ years","MORTGAGE",275000,"Source Verified","debt_consolidation","334xx",9.85,0,"Dec-82",0,16,0,18075,45.2,53
"122622",1600," 36 months",17.56,"D","D1","3 years","MORTGAGE",32000,"Not Verified","home_improvement","759xx",25.99,0,"Aug-04",1,5,0,4326,68.7,19
"164015",20000," 36 months",11.14,"B","B2","10+ years","MORTGAGE",68000,"Verified","debt_consolidation","325xx",7.16,0,"Dec-94",0,9,0,19866,51.2,31
"659466",4125," 36 months",9.17,"B","B2","2 years","RENT",56000,"Source Verified","credit_card","322xx",8.83,0,"Nov-04",0,6,1,3934,30.7,24
"574301",9000," 36 months",11.53,"B","B5","4 years","MORTGAGE",49000,"Source Verified","debt_consolidation","301xx",10.51,1,"Apr-96",0,11,1,8297,44.9,19
"576616",10000," 36 months",13.33,"C","C3","5 years","RENT",36000,"Source Verified","credit_card","940xx",30.07,0,"Jan-06",0,13,0,14743,77.6,22
"453923",35000," 60 months",17.57,"D","D2","1 year","RENT",110000,"Verified","debt_consolidation","112xx",12.04,0,"Aug-97",0,15,0,25826,80.7,25
"632488",25000," 60 months",13.99,"C","C4","8 years","MORTGAGE",65000,"Not Verified","debt_consolidation","296xx",12.76,1,"Oct-04",0,13,0,11116,56.8,56
"408998",10000," 36 months",13.65,"C","C1","7 years","RENT",32000,"Verified","credit_card","910xx",18.75,0,"Mar-05",1,11,0,11674,44.1,21
"168088",8450," 36 months",13.11,"B","B4","10+ years","OWN",24800,"Verified","debt_consolidation","104xx",32.88,0,"Jun-83",0,8,0,25476,70.4,15
"495515",9225," 36 months",16.99,"D","D3","4 years","RENT",35000,"Not Verified","other","983xx",18.96,0,"Sep-00",2,5,0,5062,44,10
"868220",8500," 36 months",10.49,"B","B3","10+ years","MORTGAGE",52000,"Not Verified","debt_consolidation","077xx",18.95,0,"May-93",1,17,2,11643,68.1,65
"379351",12000," 36 months",6.49,"A","A2","3 years","RENT",49400,"Not Verified","credit_card","917xx",16.86,0,"Jun-06",0,11,0,11133,59.2,20
"4476",7200," 36 months",8.9,"A","A5","4 years","MORTGAGE",62400,"Source Verified","debt_consolidation","181xx",22.06,0,"Jul-93",3,12,0,5879,62.5,27
"141838",11525," 36 months",15.8,"C","C3","2 years","RENT",34278,"Verified","debt_consolidation","067xx",21.67,0,"Jul-95",0,12,0,17994,69.5,21
"450285",20000," 60 months",15.61,"C","C4","10+ years","MORTGAGE",60000,"Verified","credit_card","324xx",26.34,0,"Dec-00",1,7,0,20856,94.8,29
"812424",24000," 60 months",13.99,"C","C4","10+ years","MORTGAGE",118000,"Source Verified","debt_consolidation","852xx",28.38,0,"Feb-91",1,14,0,56133,87.3,25
"614777",3000," 36 months",9.17,"B","B2","2 years","RENT",58000,"Source Verified","debt_consolidation","372xx",20.07,0,"Nov-04",3,9,0,4076,33.4,17
"218663",10500," 36 months",6.03,"A","A1","9 years","RENT",40797.95,"Source Verified","debt_consolidation","921xx",15.18,0,"Apr-99",0,7,0,4975,23.1,16
"726194",24000," 60 months",12.29,"C","C1","10+ years","MORTGAGE",125000,"Source Verified","debt_consolidation","327xx",16.08,0,"Jul-99",0,15,0,24138,90.4,45
"495608",6000," 36 months",12.59,"C","C2","9 years","RENT",52000,"Source Verified","debt_consolidation","218xx",22.32,0,"Jul-04",0,17,1,17408,52.6,26
"815335",13150," 36 months",17.86,"D","D5","10+ years","MORTGAGE",55000,"Source Verified","debt_consolidation","974xx",25.09,0,"Sep-04",1,11,0,17786,58.5,24
"354976",3000," 36 months",10.99,"B","B3","5 years","RENT",42000,"Not Verified","credit_card","922xx",16.14,1,"Aug-98",0,9,0,3613,88.1,16
"253575",6500," 36 months",8.67,"B","B1","8 years","RENT",34000,"Not Verified","credit_card","164xx",11.93,0,"Jan-06",0,10,0,6694,57.7,12
"116240",8000," 60 months",14.33,"C","C2","7 years","MORTGAGE",40000,"Verified","debt_consolidation","327xx",25.62,0,"Jul-95",0,4,0,8811,78,11
"586361",14400," 36 months",13.33,"C","C3","1 year","RENT",158700,"Source Verified","other","200xx",12.86,0,"Sep-94",0,5,0,31422,97.6,16
"542546",35000," 36 months",9.99,"B","B3","10+ years","MORTGAGE",175000,"Source Verified","debt_consolidation","774xx",13.78,2,"Feb-95",0,15,0,11068,24.6,38
"578848",10000," 60 months",13.99,"C","C4","10+ years","OWN",51000,"Not Verified","debt_consolidation","350xx",15.88,0,"Apr-99",0,4,0,5604,74.7,20
"447973",16300," 36 months",22.4,"E","E3","7 years","MORTGAGE",54400,"Not Verified","debt_consolidation","154xx",7.85,0,"Oct-02",1,6,0,10148,89.8,9
"696146",6400," 36 months",13.33,"C","C3","3 years","MORTGAGE",70000,"Verified","debt_consolidation","740xx",22.41,0,"Apr-04",0,25,0,18652,51.7,34
"563928",5000," 36 months",17.57,"D","D4","2 years","RENT",45000,"Source Verified","home_improvement","113xx",19.09,0,"Jun-10",3,8,0,8063,53.4,10
"214533",29100," 60 months",24.33,"G","G2","7 years","RENT",140000,"Verified","debt_consolidation","926xx",8.13,0,"Jan-96",0,11,0,7503,85.8,36
"313380",4800," 36 months",18.24,"D","D5","8 years","MORTGAGE",66000,"Verified","debt_consolidation","029xx",21.35,1,"Sep-84",1,16,0,69529,41.2,25
"461198",35000," 36 months",16.99,"D","D1","n/a","RENT",125000,"Verified","debt_consolidation","981xx",22.84,1,"Apr-98",1,15,11,32743,54.3,26
"7801",19600," 60 months",13.49,"C","C2","10+ years","MORTGAGE",57996,"Verified","debt_consolidation","295xx",14.96,0,"Jul-99",0,12,0,18899,52.4,38
"346105",20000," 60 months",14.49,"C","C4","10+ years","MORTGAGE",62000,"Source Verified","home_improvement","491xx",8.25,1,"Sep-96",0,7,1,3473,50.3,21
"422137",20000," 60 months",15.31,"C","C4","< 1 year","MORTGAGE",145000,"Source Verified","credit_card","530xx",5.08,0,"Feb-99",3,13,0,15938,43.7,29
"226561",19600," 36 months",14.65,"C","C3","2 years","OWN",95000,"Verified","debt_consolidation","750xx",23.19,0,"May-99",2,13,0,21595,74.7,31
"197095",6000," 36 months",21.49,"E","E3","10+ years","MORTGAGE",43000,"Source Verified","credit_card","337xx",30.26,0,"Jan-02",1,31,0,11082,60,44
"4670",5850," 60 months",17.58,"D","D4","1 year","RENT",60000,"Source Verified","major_purchase","088xx",13.12,0,"Jun-07",1,7,0,2214,20.1,7
"773390",8400," 36 months",5.93,"A","A1","n/a","RENT",24204,"Verified","debt_consolidation","277xx",21.86,0,"Dec-06",0,9,0,7593,33.4,12
"456271",5600," 36 months",15.61,"C","C4","6 years","MORTGAGE",95456,"Not Verified","debt_consolidation","557xx",25.63,0,"May-97",0,21,0,32863,93.6,63
"795861",12800," 60 months",14.65,"C","C5","8 years","MORTGAGE",95000,"Source Verified","debt_consolidation","951xx",17.16,0,"Oct-00",0,8,0,19077,84.8,16
"701969",10800," 36 months",18.25,"E","E1","1 year","OWN",30000,"Source Verified","debt_consolidation","921xx",25,0,"Jun-10",0,19,0,11863,64.5,20
"654539",17125," 60 months",27.31,"G","G2","2 years","OWN",45000,"Verified","debt_consolidation","570xx",27.47,0,"Nov-06",1,8,0,4685,41.5,13
"669364",16000," 60 months",12.69,"C","C2","10+ years","MORTGAGE",49700,"Not Verified","credit_card","015xx",23.06,0,"Jul-02",0,10,0,38855,86.5,27
"558925",12000," 36 months",11.53,"B","B5","9 years","MORTGAGE",78000,"Not Verified","debt_consolidation","617xx",36.31,0,"Feb-94",1,25,0,35405,34.6,52
"32543",7000," 36 months",7.88,"A","A5","2 years","MORTGAGE",51000,"Not Verified","moving","150xx",10.68,0,"Jun-98",0,8,1,973,14.1,19
"264551",10150," 36 months",16.29,"D","D2","3 years","RENT",30000,"Source Verified","major_purchase","128xx",27.44,0,"Jun-04",1,9,0,33833,66.5,16
"703937",35000," 36 months",12.29,"C","C1","< 1 year","MORTGAGE",185000,"Verified","debt_consolidation","208xx",17.5,0,"Jun-92",1,18,0,74586,74.2,35
"405357",20900," 60 months",15.61,"C","C5","10+ years","MORTGAGE",80632,"Source Verified","debt_consolidation","275xx",19.14,0,"Oct-97",2,9,0,24396,70.3,28
"549343",27600," 36 months",16.55,"D","D2","1 year","RENT",60000,"Not Verified","credit_card","630xx",29.85,1,"May-85",0,12,0,33893,62.6,27
"668153",16550," 60 months",14.65,"C","C5","2 years","RENT",36000,"Not Verified","debt_consolidation","802xx",29.63,0,"Jun-03",0,14,0,18359,40.8,39
"617517",4775," 36 months",16.99,"D","D3","9 years","MORTGAGE",1e+05,"Verified","vacation","770xx",7.66,0,"Jan-04",0,3,0,4331,98.4,5
"525073",1600," 36 months",15.41,"D","D1","10+ years","RENT",85000,"Verified","moving","982xx",31.75,0,"Mar-04",0,22,0,27710,86.3,50
"354594",35000," 36 months",8.39,"A","A5","10+ years","MORTGAGE",3e+05,"Verified","credit_card","735xx",6.46,0,"Jul-86",2,18,0,31159,45.8,28
"708066",15000," 36 months",13.99,"C","C4","10+ years","MORTGAGE",45000,"Not Verified","debt_consolidation","063xx",12.44,0,"Feb-94",0,10,0,12790,26.7,24
"44628",10000," 60 months",16.24,"C","C5","10+ years","RENT",92000,"Verified","debt_consolidation","105xx",10.18,0,"Dec-97",1,8,0,2167,36.1,23
"20338",5300," 36 months",5.42,"A","A1","4 years","RENT",20160,"Not Verified","debt_consolidation","211xx",28.33,0,"Oct-96",0,7,0,5275,42.2,11
"276193",15000," 36 months",12.99,"C","C1","8 years","MORTGAGE",42000,"Not Verified","other","208xx",8.71,1,"Mar-03",0,7,0,12562,52.6,17
"598255",8000," 36 months",8.18,"B","B1","6 years","MORTGAGE",95000,"Verified","credit_card","230xx",28.32,0,"Aug-05",0,16,0,17968,50.9,24
"615884",9000," 36 months",10.99,"B","B4","10+ years","MORTGAGE",50000,"Verified","debt_consolidation","284xx",25.78,1,"Jul-99",0,8,0,7754,47,19
"703758",11200," 36 months",6.89,"A","A3","7 years","MORTGAGE",55000,"Not Verified","credit_card","908xx",31.62,1,"Mar-02",0,9,0,94791,70.8,20
"686678",13800," 60 months",8.18,"B","B1","< 1 year","RENT",59600,"Source Verified","credit_card","152xx",25.13,0,"May-08",0,9,0,13106,58.8,10
"396092",18500," 36 months",6.62,"A","A2","10+ years","MORTGAGE",67000,"Not Verified","debt_consolidation","444xx",28.95,0,"Dec-03",0,9,0,14408,27.3,22
"476408",34300," 60 months",18.49,"E","E2","6 years","MORTGAGE",78000,"Source Verified","debt_consolidation","044xx",20.32,0,"Aug-99",1,11,0,20927,76.1,29
"304249",18000," 36 months",13.35,"C","C2","3 years","RENT",95000,"Verified","debt_consolidation","100xx",4.32,0,"Nov-04",0,4,0,11567,89,4
"698238",6525," 36 months",16.99,"D","D3","3 years","RENT",60000,"Verified","debt_consolidation","982xx",7.04,0,"Nov-04",2,8,0,2260,36.5,17
"459822",14000," 36 months",7.62,"A","A3","6 years","MORTGAGE",80000,"Not Verified","debt_consolidation","469xx",18.53,0,"Nov-96",1,8,0,10456,67,39
"318409",6000," 36 months",18.24,"D","D5","3 years","RENT",26000,"Source Verified","other","923xx",10.02,0,"Mar-06",0,7,0,4484,51.5,12
"766921",16575," 36 months",11.53,"B","B5","9 years","MORTGAGE",57324,"Not Verified","debt_consolidation","629xx",35.83,0,"Apr-99",0,15,0,39762,39.4,30
"194112",10000," 36 months",13.11,"B","B4","6 years","RENT",55000,"Not Verified","debt_consolidation","641xx",19.22,0,"Jul-04",0,12,0,13005,55.8,19
"586775",12800," 60 months",17.57,"D","D4","5 years","MORTGAGE",58000,"Source Verified","debt_consolidation","068xx",28.33,0,"Nov-89",0,20,0,20740,68.7,34
"176170",15000," 36 months",11.14,"B","B2","10+ years","MORTGAGE",110000,"Verified","credit_card","932xx",30.85,0,"Nov-98",0,16,1,5399,30.3,36
"597715",30000," 60 months",12.69,"C","C2","4 years","RENT",105000,"Source Verified","credit_card","551xx",29.19,0,"Mar-89",0,11,0,77142,77.3,14
"316218",10000," 60 months",18.99,"E","E1","1 year","RENT",30000,"Source Verified","credit_card","890xx",23.4,0,"Nov-04",0,10,0,9503,49.5,12
"684726",3200," 36 months",8.18,"B","B1","10+ years","RENT",47000,"Verified","debt_consolidation","853xx",4.49,0,"Mar-03",0,7,0,4709,42,16
"128749",8000," 36 months",12.12,"B","B3","7 years","MORTGAGE",75000,"Verified","credit_card","791xx",21.1,0,"Jan-96",0,9,0,10735,58.7,34
"802251",10000," 36 months",9.17,"B","B2","8 years","RENT",60000,"Not Verified","debt_consolidation","077xx",9.78,0,"Nov-86",1,17,0,7902,21.8,49
"613836",24000," 36 months",9.17,"B","B2","10+ years","MORTGAGE",170000,"Not Verified","debt_consolidation","995xx",9.71,0,"Oct-97",0,11,0,30009,64.5,24
"108276",9000," 36 months",9.71,"B","B1","8 years","RENT",53000,"Not Verified","debt_consolidation","331xx",28.01,1,"Aug-01",1,15,0,8146,23.6,38
"268282",10000," 36 months",12.99,"C","C1","2 years","RENT",50000,"Not Verified","debt_consolidation","080xx",21.46,3,"Jan-96",1,13,0,8278,19.2,23
"430788",10000," 60 months",21.99,"E","E4","8 years","RENT",53000,"Source Verified","debt_consolidation","956xx",30.75,2,"Oct-93",4,13,0,6277,79.5,34
"724428",14275," 36 months",9.99,"B","B3","10+ years","OWN",90000,"Source Verified","credit_card","972xx",13.89,1,"Jan-95",1,18,0,12048,26.4,28
"163497",15000," 36 months",14.09,"B","B5","2 years","RENT",49000,"Source Verified","debt_consolidation","921xx",24.42,0,"Dec-04",0,3,0,16787,93.3,18
"498255",6000," 36 months",9.17,"B","B2","2 years","RENT",40000,"Not Verified","debt_consolidation","201xx",7.89,0,"Feb-02",0,5,1,4199,34,22
"783989",25000," 60 months",13.99,"C","C4","9 years","RENT",128346,"Source Verified","debt_consolidation","206xx",18.31,2,"Aug-88",2,12,0,21715,66.4,40
"620705",15000," 36 months",13.99,"C","C4","2 years","RENT",97000,"Verified","debt_consolidation","622xx",22.45,0,"Mar-95",3,16,0,39895,76.6,37
"111820",7200," 36 months",16.78,"C","C5","4 years","RENT",35000,"Verified","credit_card","891xx",19.13,0,"Dec-96",1,9,0,18964,77.7,16
"99032",35000," 36 months",15.88,"C","C4","2 years","MORTGAGE",143881,"Source Verified","debt_consolidation","328xx",25.22,1,"Dec-92",1,14,0,22399,88.9,41
"767109",12000," 36 months",13.33,"C","C3","4 years","RENT",104000,"Source Verified","other","070xx",5.36,0,"Dec-11",1,4,0,6238,89.1,5
"117550",11000," 36 months",13.05,"B","B5","10+ years","OWN",47000,"Source Verified","debt_consolidation","598xx",11.46,0,"Jan-95",0,8,0,9061,76.8,18
"11318",25000," 36 months",9.99,"B","B1","7 years","MORTGAGE",80000,"Verified","major_purchase","935xx",14.31,0,"May-01",0,10,0,2629,4.9,18
"540320",10000," 36 months",16.99,"D","D3","1 year","RENT",70000,"Source Verified","moving","599xx",14.16,0,"Aug-10",3,6,0,1150,22.1,7
"249656",10000," 60 months",14.99,"C","C5","10+ years","RENT",63478,"Source Verified","credit_card","933xx",9.11,0,"Aug-02",0,6,0,8539,75.6,19
"447362",18000," 60 months",17.57,"D","D2","10+ years","MORTGAGE",113000,"Verified","credit_card","713xx",16.12,3,"May-01",1,10,0,14345,89.7,33
"159315",6000," 36 months",18.49,"D","D2","n/a","MORTGAGE",60000,"Verified","debt_consolidation","773xx",26.57,0,"Aug-99",2,11,0,3586,26,45
"536074",25500," 60 months",18.49,"E","E2","3 years","RENT",64368,"Source Verified","debt_consolidation","765xx",27.44,0,"May-03",2,9,2,4937,36,16
"155502",7500," 36 months",19.72,"D","D5","6 years","MORTGAGE",110000,"Not Verified","debt_consolidation","333xx",25.7,1,"Apr-88",3,13,0,6320,91.6,16
"150003",4600," 36 months",15.31,"C","C2","10+ years","RENT",48000,"Not Verified","car","908xx",3.56,0,"Dec-01",0,2,0,4592,70.6,17
"276284",11700," 60 months",13.35,"C","C2","10+ years","MORTGAGE",42700,"Not Verified","debt_consolidation","358xx",30.83,0,"Dec-96",0,16,0,7560,26.2,39
"391929",26400," 60 months",12.49,"B","B5","7 years","MORTGAGE",66000,"Source Verified","debt_consolidation","801xx",26.96,0,"Jul-99",0,13,0,22414,56.2,22
"369360",24000," 60 months",14.99,"C","C5","10+ years","MORTGAGE",160000,"Source Verified","credit_card","853xx",6.53,0,"Nov-02",2,7,0,23765,89.3,12
"498839",9875," 36 months",12.59,"C","C2","4 years","RENT",26000,"Source Verified","credit_card","366xx",34.27,0,"Jan-07",0,11,0,21391,53.2,14
"44116",9000," 36 months",7.9,"A","A4","7 years","RENT",91520,"Source Verified","credit_card","100xx",7.34,2,"Jul-99",0,16,0,11205,25.8,20
"472373",3000," 36 months",8.49,"B","B1","n/a","MORTGAGE",75000,"Not Verified","credit_card","281xx",10.64,0,"Dec-92",1,10,1,28533,46,25
"284089",5000," 36 months",6.49,"A","A2","9 years","RENT",62500,"Source Verified","debt_consolidation","431xx",12.33,0,"Oct-93",0,11,1,535,4.8,25
"73277",20500," 60 months",15.1,"C","C2","10+ years","MORTGAGE",52000,"Verified","debt_consolidation","751xx",18.28,0,"Dec-94",2,11,0,32519,48,27
"465314",15000," 60 months",15.61,"C","C4","8 years","RENT",98000,"Verified","debt_consolidation","902xx",20.46,0,"May-00",0,12,0,48175,92.8,24
"566152",13000," 36 months",5.32,"A","A1","10+ years","MORTGAGE",135000,"Not Verified","credit_card","142xx",21.22,0,"Jul-01",0,23,0,13262,16.5,63
"407601",9875," 36 months",15.61,"C","C5","10+ years","MORTGAGE",48000,"Not Verified","debt_consolidation","127xx",26.73,0,"Mar-00",2,6,0,39122,84.1,8
"792080",4000," 36 months",9.99,"B","B3","2 years","RENT",48000,"Not Verified","debt_consolidation","606xx",13.65,0,"Mar-94",2,10,3,839,10.6,31
"534774",15000," 36 months",18.2,"E","E1","10+ years","OWN",48000,"Source Verified","debt_consolidation","751xx",20.53,0,"Jul-05",1,11,0,3846,58.3,39
"757511",30000," 36 months",7.89,"A","A5","10+ years","MORTGAGE",106000,"Verified","credit_card","211xx",8.83,0,"Mar-90",0,17,1,32842,33.8,29
"680998",24000," 36 months",13.99,"C","C4","10+ years","MORTGAGE",60000,"Source Verified","debt_consolidation","773xx",7.86,0,"Oct-04",2,7,0,10049,47,27
"557211",17500," 60 months",18.25,"E","E1","5 years","MORTGAGE",58000,"Not Verified","debt_consolidation","750xx",32.84,0,"Jan-94",0,14,0,16669,70.9,34
"358685",22000," 60 months",15.61,"D","D1","2 years","OWN",48000,"Source Verified","debt_consolidation","381xx",22.02,0,"Dec-97",1,13,0,23200,44.9,26
"490611",7450," 36 months",20.99,"E","E5","2 years","OWN",40000,"Source Verified","debt_consolidation","305xx",15.81,0,"Feb-10",0,7,0,1673,36.4,26
"525658",8800," 36 months",16.99,"D","D3","10+ years","RENT",20000,"Source Verified","credit_card","144xx",28.28,0,"Oct-84",0,12,1,11970,67.6,18
"666673",5000," 36 months",12.29,"C","C1","10+ years","RENT",23000,"Verified","debt_consolidation","086xx",28.6,0,"Mar-03",0,9,0,5643,60.7,18
"604845",14000," 60 months",18.55,"E","E2","10+ years","RENT",107500,"Verified","debt_consolidation","708xx",17.98,0,"Feb-00",0,14,1,7365,70.1,33
"235902",12000," 36 months",9.49,"B","B2","2 years","RENT",78000,"Source Verified","debt_consolidation","750xx",24.31,0,"Apr-95",1,9,1,5587,67.3,34
"535102",20000," 36 months",7.26,"A","A4","5 years","MORTGAGE",256000,"Source Verified","other","286xx",10.32,0,"Mar-83",1,11,0,16660,47.6,20
"808784",13600," 36 months",9.99,"B","B3","8 years","RENT",31000,"Not Verified","debt_consolidation","806xx",23.46,0,"Nov-03",0,9,0,7886,33.1,16
"721409",7200," 36 months",16.55,"D","D2","10+ years","MORTGAGE",75000,"Verified","debt_consolidation","356xx",22.61,0,"Aug-06",2,10,0,4865,48.2,28
"66258",10000," 36 months",8.9,"A","A5","1 year","RENT",45000,"Source Verified","debt_consolidation","107xx",20.49,0,"May-04",1,17,0,10621,27.4,36
"859968",17500," 60 months",12.99,"C","C2","3 years","RENT",55000,"Source Verified","credit_card","606xx",16.09,0,"Nov-00",1,8,0,16734,86.3,14
"517272",10000," 36 months",15.41,"D","D1","9 years","RENT",80000,"Verified","debt_consolidation","112xx",13.31,2,"Apr-01",1,13,0,1876,28,15
"480683",12000," 60 months",12.59,"C","C2","n/a","MORTGAGE",60000,"Verified","debt_consolidation","208xx",25.64,0,"May-97",0,17,0,21776,58.5,26
"820543",10000," 36 months",10.99,"B","B4","10+ years","OWN",75000,"Not Verified","home_improvement","917xx",10.5,0,"May-05",1,16,0,32589,64,25
"339064",21000," 60 months",15.61,"D","D1","10+ years","MORTGAGE",89000,"Source Verified","credit_card","292xx",23.34,0,"Jul-98",1,13,0,57004,93.8,30
"577050",14400," 36 months",11.53,"B","B5","< 1 year","RENT",80000,"Verified","other","330xx",20.34,0,"Jul-10",0,8,0,25841,67.5,10
"834813",15000," 36 months",6.92,"A","A4","4 years","MORTGAGE",125000,"Source Verified","debt_consolidation","775xx",32.15,0,"Nov-01",0,14,0,13140,85.3,32
"88837",24000," 60 months",17.1,"C","C5","5 years","OWN",80000,"Verified","debt_consolidation","463xx",27.6,0,"May-00",1,6,0,4932,79.5,21
"517867",4900," 36 months",17.86,"D","D5","7 years","MORTGAGE",29000,"Verified","debt_consolidation","900xx",23.82,0,"Sep-06",1,5,0,8443,64,13
